,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
1,1,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
2,2,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
3,3,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
4,4,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
5,5,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
6,6,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
7,7,0.9708029197080292,640,0,20,25,1.0,0.5555555555555556,0.7142857142857143
8,8,0.9664233576642336,640,0,23,22,1.0,0.4888888888888889,0.6567164179104478
9,9,0.9591240875912409,640,0,28,17,1.0,0.37777777777777777,0.5483870967741935
10,ensemble_avg,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
11,ensemble_or,0.981021897810219,640,0,13,32,1.0,0.7111111111111111,0.8311688311688311
12,ensemble_uniq_avg,0.9795620437956204,640,0,14,31,1.0,0.6888888888888889,0.8157894736842105
13,ensemble_uniq_or,0.981021897810219,640,0,13,32,1.0,0.7111111111111111,0.8311688311688311
