,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
1,1,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
2,2,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
3,3,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
4,4,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
5,5,0.9064327485380117,523,0,64,97,1.0,0.6024844720496895,0.751937984496124
6,6,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
7,7,0.8991228070175439,523,0,69,92,1.0,0.5714285714285714,0.7272727272727273
8,8,0.8976608187134503,523,0,70,91,1.0,0.5652173913043478,0.7222222222222222
9,9,0.8918128654970761,523,0,74,87,1.0,0.5403726708074534,0.7016129032258065
10,ensemble_avg,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
11,ensemble_or,0.9064327485380117,523,0,64,97,1.0,0.6024844720496895,0.751937984496124
12,ensemble_uniq_avg,0.9049707602339181,523,0,65,96,1.0,0.5962732919254659,0.7470817120622568
13,ensemble_uniq_or,0.9064327485380117,523,0,64,97,1.0,0.6024844720496895,0.751937984496124
