,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9718100890207715,586,0,19,69,1.0,0.7840909090909091,0.8789808917197451
1,1,0.9718100890207715,586,0,19,69,1.0,0.7840909090909091,0.8789808917197451
2,2,0.9718100890207715,586,0,19,69,1.0,0.7840909090909091,0.8789808917197451
3,3,0.9718100890207715,586,0,19,69,1.0,0.7840909090909091,0.8789808917197451
4,4,0.9718100890207715,586,0,19,69,1.0,0.7840909090909091,0.8789808917197451
5,5,0.9703264094955489,586,0,20,68,1.0,0.7727272727272727,0.8717948717948718
6,6,0.9703264094955489,586,0,20,68,1.0,0.7727272727272727,0.8717948717948718
7,7,0.9703264094955489,586,0,20,68,1.0,0.7727272727272727,0.8717948717948718
8,8,0.9673590504451038,586,0,22,66,1.0,0.75,0.8571428571428571
9,9,0.9673590504451038,586,0,22,66,1.0,0.75,0.8571428571428571
10,ensemble_avg,0.9718100890207715,586,0,19,69,1.0,0.7840909090909091,0.8789808917197451
11,ensemble_or,0.9747774480712166,586,0,17,71,1.0,0.8068181818181818,0.8930817610062893
12,ensemble_uniq_avg,0.9703264094955489,586,0,20,68,1.0,0.7727272727272727,0.8717948717948718
13,ensemble_uniq_or,0.9747774480712166,586,0,17,71,1.0,0.8068181818181818,0.8930817610062893
